Ticker,Weight
AAPL,0.010112552390073231
TSLA,0.010003179574996468
JNJ,0.010061935849481295
NVDA,0.8
JPM,0.01
WMT,0.010059090284160115
XOM,0.1397631830512603
T,0.010000058850028457
