Ticker,Weight
AAPL,0.05000149840903797
TSLA,0.35
JNJ,0.05000266664048093
NVDA,0.05000233729541494
JPM,0.12113458883917286
WMT,0.049999237263277915
XOM,0.20603878571716497
T,0.12282088583545037
