Ticker,Weight
AAPL,0.010061619980447948
TSLA,0.010011057894435337
JNJ,0.010016818512493591
NVDA,0.13989906578773256
JPM,0.010000000000021632
WMT,0.8000000000000456
XOM,0.010011300140125384
T,0.010000137684697891
