Date,AAPL,JNJ,JPM,NVDA,T,TSLA,WMT,XOM
2022-01-03,178.64564514160156,154.67263793945312,146.9958038330078,30.06613540649414,15.411715507507324,399.9266662597656,45.9658088684082,56.12483596801758
2022-01-04,176.3783416748047,154.25787353515625,152.5684051513672,29.236648559570312,15.538986206054688,383.1966552734375,45.12370300292969,58.235923767089844
2022-01-05,171.68670654296875,155.2857666015625,149.77911376953125,27.553722381591797,15.884430885314941,362.7066650390625,45.73383331298828,58.960227966308594
2022-01-06,168.8206787109375,154.7537841796875,151.37037658691406,28.126670837402344,15.823826789855957,354.8999938964844,45.60672378540039,60.347007751464844
2022-01-07,168.98753356933594,156.84567260742188,152.8701934814453,27.197368621826172,16.36441993713379,342.32000732421875,46.042076110839844,60.84165573120117
2022-01-10,169.00717163085938,156.0702362060547,153.01649475097656,27.3500919342041,16.470237731933594,352.7066650390625,45.953102111816406,60.47950744628906
2022-01-11,171.84375,154.41116333007812,153.17196655273438,27.76633071899414,16.395544052124023,354.79998779296875,45.822811126708984,63.02341842651367
2022-01-12,172.28541564941406,153.09474182128906,154.04075622558594,27.947999954223633,16.464012145996094,368.739990234375,45.58130645751953,62.83790969848633
2022-01-13,169.00717163085938,152.16600036621094,153.8487091064453,26.526594161987305,16.681875228881836,343.85333251953125,46.22638702392578,62.38743209838867
2022-01-14,169.8708953857422,151.33645629882812,144.3926544189453,26.892921447753906,16.918405532836914,349.8699951171875,46.09610366821289,63.48272705078125
2022-01-18,166.66136169433594,150.66925048828125,138.3385772705078,25.855812072753906,16.99932861328125,343.5033264160156,45.28895950317383,64.551513671875
2022-01-19,163.1573486328125,150.2003631591797,136.19859313964844,25.021339416503906,16.98065185546875,331.8833312988281,45.74018478393555,64.57799530029297
2022-01-20,161.46913146972656,149.0011444091797,135.03713989257812,24.10601043701172,16.818815231323242,332.0899963378906,44.87584686279297,64.71934509277344
2022-01-21,159.40797424316406,148.6584930419922,132.67770385742188,23.331422805786133,16.56360626220703,314.6333312988281,44.548545837402344,63.74770736694336
2022-01-24,158.63255310058594,146.9453125,132.55885314941406,23.329429626464844,16.395544052124023,310.0,44.55172348022461,64.29536437988281
2022-01-25,156.82659912109375,151.1471405029297,134.00375366210938,22.283336639404297,16.48268699645996,306.1333312988281,43.58251953125,66.18561553955078
2022-01-26,156.7382354736328,151.82339477539062,135.27491760253906,22.730520248413086,15.094605445861816,312.4700012207031,43.13763427734375,65.51431274414062
2022-01-27,156.27691650390625,153.81607055664062,132.8880615234375,21.90402603149414,15.013687133789062,276.3666687011719,43.16623306274414,66.35344696044922
2022-01-28,167.1815948486328,154.89805603027344,134.07691955566406,22.798398971557617,15.69216251373291,282.1166687011719,43.70009231567383,66.49478149414062
2022-01-31,171.54925537109375,155.348876953125,135.8968048095703,24.441402435302734,15.872675895690918,312.239990234375,44.427791595458984,67.09540557861328
2022-02-01,171.38246154785156,154.07752990722656,138.2288055419922,24.593120574951172,15.200422286987305,310.4166564941406,44.777347564697266,71.39708709716797
2022-02-02,172.58973693847656,155.7816925048828,137.1222381591797,25.196020126342773,15.275117874145508,301.88665771484375,44.758277893066406,71.21159362792969
2022-02-03,169.70404052734375,155.772705078125,135.98826599121094,23.904376983642578,15.287569999694824,297.0466613769531,44.80276107788086,70.38128662109375
2022-02-04,169.41905212402344,154.7537841796875,139.51824951171875,24.27470588684082,14.988787651062012,307.7733459472656,44.27526092529297,71.9094009399414
