Price,Close
Ticker,JPM
Date,
2015-01-02,47.174259185791016
2015-01-05,45.709747314453125
2015-01-06,44.5245361328125
2015-01-07,44.59246063232422
2015-01-08,45.58895492553711
2015-01-09,44.796302795410156
2015-01-12,44.41128921508789
2015-01-13,44.4188346862793
2015-01-14,42.88636779785156
2015-01-15,41.51243209838867
2015-01-16,42.2220573425293
2015-01-20,42.05597686767578
2015-01-21,42.19185256958008
2015-01-22,43.4752082824707
2015-01-23,42.788246154785156
2015-01-26,42.856170654296875
2015-01-27,42.425880432128906
2015-01-28,41.331275939941406
2015-01-29,42.02579116821289
2015-01-30,41.05195236206055
2015-02-02,41.874786376953125
2015-02-03,42.81843185424805
2015-02-04,42.561763763427734
2015-02-05,42.856170654296875
2015-02-06,43.70167922973633
2015-02-09,43.648826599121094
2015-02-10,44.13197326660156
2015-02-11,44.06403350830078
2015-02-12,44.96992492675781
2015-02-13,45.04541015625
2015-02-17,45.37002944946289
2015-02-18,44.818946838378906
2015-02-19,44.713253021240234
2015-02-20,45.1435432434082
2015-02-23,44.8038444519043
2015-02-24,45.9135627746582
2015-02-25,46.15513610839844
2015-02-26,46.48728561401367
2015-02-27,46.26081085205078
2015-03-02,46.63072204589844
2015-03-03,46.78170394897461
2015-03-04,46.902488708496094
2015-03-05,46.80435562133789
2015-03-06,45.96641159057617
2015-03-09,46.42689895629883
2015-03-10,45.264347076416016
2015-03-11,45.4757080078125
2015-03-12,46.32875442504883
2015-03-13,46.049442291259766
2015-03-16,46.691104888916016
2015-03-17,46.50992965698242
2015-03-18,46.61563491821289
2015-03-19,46.20042419433594
2015-03-20,46.61563491821289
2015-03-23,46.15513610839844
2015-03-24,45.641788482666016
2015-03-25,45.0001220703125
2015-03-26,44.94727325439453
2015-03-27,44.95481491088867
2015-03-30,46.01925277709961
2015-03-31,45.73237228393555
2015-04-01,45.55759811401367
2015-04-02,45.990753173828125
2015-04-06,45.95275115966797
2015-04-07,46.24153137207031
2015-04-08,46.39351272583008
2015-04-09,46.71268844604492
2015-04-10,46.88747787475586
2015-04-13,47.16865158081055
2015-04-14,47.90576934814453
2015-04-15,48.794883728027344
2015-04-16,48.49091720581055
2015-04-17,47.7537727355957
2015-04-20,48.057762145996094
2015-04-21,47.35102462768555
2015-04-22,47.82978057861328
2015-04-23,47.723388671875
2015-04-24,47.5713996887207
2015-04-27,47.37383270263672
2015-04-28,47.6929817199707
2015-04-29,48.33132553100586
2015-04-30,48.07295227050781
2015-05-01,48.33892059326172
2015-05-04,49.18246078491211
2015-05-05,48.93927764892578
2015-05-06,48.57450485229492
2015-05-07,49.01526641845703
2015-05-08,49.7675895690918
2015-05-11,49.737186431884766
2015-05-12,49.66880416870117
2015-05-13,49.79039764404297
2015-05-14,50.19316482543945
2015-05-15,50.06396484375
2015-05-18,50.474327087402344
2015-05-19,50.92267608642578
2015-05-20,50.51991271972656
2015-05-21,50.64910888671875
2015-05-22,50.5123176574707
2015-05-26,49.94997024536133
2015-05-27,50.5123176574707
2015-05-28,50.30713653564453
2015-05-29,49.987972259521484
2015-06-01,50.2159538269043
2015-06-02,50.17034149169922
2015-06-03,50.68709945678711
2015-06-04,50.405941009521484
2015-06-05,51.2342529296875
2015-06-08,50.83149337768555
2015-06-09,51.05186080932617
2015-06-10,51.87258529663086
2015-06-11,52.070159912109375
2015-06-12,51.864990234375
2015-06-15,51.66740417480469
2015-06-16,51.956180572509766
2015-06-17,51.78139877319336
2015-06-18,52.26774215698242
2015-06-19,51.73580551147461
2015-06-22,52.404537200927734
2015-06-23,53.004878997802734
2015-06-24,52.45012283325195
2015-06-25,52.16896438598633
2015-06-26,52.39691925048828
2015-06-29,51.06707000732422
2015-06-30,51.49263000488281
2015-07-01,52.06629180908203
2015-07-02,51.645591735839844
2015-07-06,51.500274658203125
2015-07-07,51.09489440917969
2015-07-08,50.04697036743164
2015-07-09,50.567108154296875
2015-07-10,51.28611755371094
2015-07-13,52.081581115722656
2015-07-14,52.80824661254883
2015-07-15,52.9229736328125
2015-07-16,53.205989837646484
2015-07-17,52.93827819824219
2015-07-20,52.97650909423828
2015-07-21,52.85413360595703
2015-07-22,53.60374450683594
2015-07-23,53.26719665527344
2015-07-24,52.70881271362305
2015-07-27,52.0203971862793
2015-07-28,52.05099868774414
2015-07-29,52.731754302978516
2015-07-30,52.80824661254883
2015-07-31,52.41814422607422
2015-08-03,52.41814422607422
2015-08-04,52.36459732055664
2015-08-05,52.57113265991211
2015-08-06,52.203975677490234
2015-08-07,52.05099868774414
2015-08-10,52.69350051879883
2015-08-11,52.188682556152344
2015-08-12,51.43143844604492
2015-08-13,51.668556213378906
2015-08-14,51.92860412597656
2015-08-17,52.06629180908203
2015-08-18,52.17338180541992
2015-08-19,51.706809997558594
2015-08-20,50.437068939208984
2015-08-21,48.64722442626953
2015-08-24,46.08483123779297
2015-08-25,45.82476043701172
2015-08-26,48.119449615478516
2015-08-27,49.32033157348633
2015-08-28,49.05261993408203
2015-08-31,49.0296630859375
2015-09-01,47.0026969909668
2015-09-02,47.85939025878906
2015-09-03,47.943519592285156
2015-09-04,47.04095458984375
2015-09-08,48.3106689453125
2015-09-09,47.56106948852539
2015-09-10,47.928226470947266
2015-09-11,47.85173034667969
2015-09-14,47.71405792236328
2015-09-15,48.63191604614258
2015-09-16,49.06026077270508
2015-09-17,47.920570373535156
2015-09-18,46.612606048583984
2015-09-21,47.0026969909668
2015-09-22,46.589656829833984
2015-09-23,46.38313674926758
2015-09-24,46.0618896484375
2015-09-25,47.01800537109375
2015-09-28,45.8783073425293
2015-09-29,45.77122497558594
2015-09-30,46.63557434082031
2015-10-01,46.97975540161133
2015-10-02,46.84880065917969
2015-10-05,47.78097915649414
2015-10-06,47.8040885925293
2015-10-07,47.86571502685547
2015-10-08,47.86571502685547
2015-10-09,47.71165084838867
2015-10-12,47.549861907958984
2015-10-13,47.418880462646484
2015-10-14,46.217041015625
2015-10-15,47.68083953857422
2015-10-16,48.09685134887695
2015-10-19,47.93505859375
2015-10-20,48.166175842285156
2015-10-21,47.81180953979492
2015-10-22,48.6823616027832
2015-10-23,49.20623779296875
2015-10-26,49.2293586730957
2015-10-27,49.029052734375
2015-10-28,50.46201705932617
2015-10-29,50.23860549926758
2015-10-30,49.49899673461914
2015-11-02,50.49282455444336
2015-11-03,50.67771911621094
2015-11-04,50.73166275024414
