Price,Close
Ticker,AAPL
Date,
2015-01-02,24.288583755493164
2015-01-05,23.60433006286621
2015-01-06,23.606555938720703
2015-01-07,23.93756675720215
2015-01-08,24.8573055267334
2015-01-09,24.883962631225586
2015-01-12,24.27080535888672
2015-01-13,24.48630714416504
2015-01-14,24.392995834350586
2015-01-15,23.730955123901367
2015-01-16,23.54657554626465
2015-01-20,24.153057098388672
2015-01-21,24.33745574951172
2015-01-22,24.970603942871094
2015-01-23,25.09946060180664
2015-01-26,25.126113891601562
2015-01-27,24.246370315551758
2015-01-28,25.617084503173828
2015-01-29,26.414630889892578
2015-01-30,26.028079986572266
2015-02-02,26.354660034179688
2015-02-03,26.35909652709961
2015-02-04,26.561260223388672
2015-02-05,26.75084114074707
2015-02-06,26.52557373046875
2015-02-09,26.70176887512207
2015-02-10,27.214757919311523
2015-02-11,27.85263442993164
2015-02-12,28.205034255981445
2015-02-13,28.343318939208984
2015-02-17,28.510591506958008
2015-02-18,28.709087371826172
2015-02-19,28.64887046813965
2015-02-20,28.88306427001953
2015-02-23,29.663679122924805
2015-02-24,29.47855567932129
2015-02-25,28.724702835083008
2015-02-26,29.088241577148438
2015-02-27,28.651107788085938
2015-03-02,28.791610717773438
2015-03-03,28.851831436157227
2015-03-04,28.66893768310547
2015-03-05,28.193878173828125
2015-03-06,28.236251831054688
2015-03-09,28.35669708251953
2015-03-10,27.770112991333008
2015-03-11,27.263822555541992
2015-03-12,27.75673484802246
2015-03-13,27.564916610717773
2015-03-16,27.86825180053711
2015-03-17,28.33439064025879
2015-03-18,28.653329849243164
2015-03-19,28.43699073791504
2015-03-20,28.080129623413086
2015-03-23,28.372303009033203
2015-03-24,28.25632667541504
2015-03-25,27.518081665039062
2015-03-26,27.709888458251953
2015-03-27,27.489089965820312
2015-03-30,28.184959411621094
2015-03-31,27.752277374267578
2015-04-01,27.712125778198242
2015-04-02,27.950775146484375
2015-04-06,28.40353012084961
2015-04-07,28.10466766357422
2015-04-08,28.01321792602539
2015-04-09,28.22732925415039
2015-04-10,28.347774505615234
2015-04-13,28.292015075683594
2015-04-14,28.169340133666992
2015-04-15,28.27640151977539
2015-04-16,28.140350341796875
2015-04-17,27.82363510131836
2015-04-20,28.459287643432617
2015-04-21,28.305397033691406
2015-04-22,28.686782836914062
2015-04-23,28.920974731445312
2015-04-24,29.057025909423828
2015-04-27,29.585613250732422
2015-04-28,29.119474411010742
2015-04-29,28.691251754760742
2015-04-30,27.912860870361328
2015-05-01,28.760391235351562
2015-05-04,28.704631805419922
2015-05-05,28.057832717895508
2015-05-06,27.881635665893555
2015-05-07,28.054086685180664
2015-05-08,28.5826473236084
2015-05-11,28.291486740112305
2015-05-12,28.190706253051758
2015-05-13,28.222068786621094
2015-05-14,28.880521774291992
2015-05-15,28.8402099609375
2015-05-18,29.15825080871582
2015-05-19,29.131370544433594
2015-05-20,29.129125595092773
2015-05-21,29.427001953125
2015-05-22,29.684566497802734
2015-05-26,29.030582427978516
2015-05-27,29.57258415222168
2015-05-28,29.514352798461914
2015-05-29,29.178401947021484
2015-06-01,29.236629486083984
2015-06-02,29.10672378540039
2015-06-03,29.142562866210938
2015-06-04,28.97235107421875
2015-06-05,28.81333351135254
2015-06-08,28.622961044311523
2015-06-09,28.537857055664062
2015-06-10,28.864849090576172
2015-06-11,28.79989242553711
2015-06-12,28.481861114501953
2015-06-15,28.425872802734375
2015-06-16,28.578163146972656
2015-06-17,28.510984420776367
2015-06-18,28.64088249206543
2015-06-19,28.35420036315918
2015-06-22,28.580411911010742
2015-06-23,28.45050621032715
2015-06-24,28.69239044189453
2015-06-25,28.555768966674805
2015-06-26,28.387798309326172
2015-06-29,27.890592575073242
2015-06-30,28.092159271240234
2015-07-01,28.35420036315918
2015-07-02,28.31836700439453
2015-07-06,28.219825744628906
2015-07-07,28.150392532348633
2015-07-08,27.45161247253418
2015-07-09,26.891698837280273
2015-07-10,27.610624313354492
2015-07-13,28.1436767578125
2015-07-14,28.132478713989258
2015-07-15,28.403474807739258
2015-07-16,28.781972885131836
2015-07-17,29.030582427978516
2015-07-20,29.579299926757812
2015-07-21,29.283658981323242
2015-07-22,28.045120239257812
2015-07-23,28.031688690185547
2015-07-24,27.883874893188477
2015-07-27,27.49640464782715
2015-07-28,27.633026123046875
2015-07-29,27.545679092407227
2015-07-30,27.406816482543945
2015-07-31,27.167179107666016
2015-08-03,26.526634216308594
2015-08-04,25.67555809020996
2015-08-05,25.84577751159668
2015-08-06,25.90201759338379
2015-08-07,25.989761352539062
2015-08-10,26.93467903137207
2015-08-11,25.533048629760742
2015-08-12,25.9267635345459
2015-08-13,25.906518936157227
2015-08-14,26.0887508392334
2015-08-17,26.358728408813477
2015-08-18,26.210241317749023
2015-08-19,25.875024795532227
2015-08-20,25.34406852722168
2015-08-21,23.793954849243164
2015-08-24,23.200002670288086
2015-08-25,23.33949089050293
2015-08-26,24.678129196166992
2015-08-27,25.404815673828125
2015-08-28,25.488056182861328
2015-08-31,25.368810653686523
2015-09-01,24.234909057617188
2015-09-02,25.274320602416992
2015-09-03,24.83110809326172
2015-09-04,24.5836238861084
2015-09-08,25.26757049560547
2015-09-09,24.781618118286133
2015-09-10,25.326065063476562
